Date,Open,High,Low,Close,Adj Close,Volume
2023-03-01,2100.000000,2130.000000,2100.000000,2115.300049,2110.540527,1389077
2023-03-02,2129.949951,2149.000000,2107.550049,2121.600098,2116.826416,1727640
2023-03-03,2140.000000,2159.899902,2132.250000,2152.050049,2147.208008,1821066
2023-03-06,2158.250000,2184.850098,2139.800049,2141.149902,2136.332275,1821012
2023-03-08,2152.000000,2189.600098,2140.600098,2170.800049,2165.915771,2965342
2023-03-09,2174.949951,2199.000000,2171.500000,2193.199951,2188.265137,1873933
2023-03-10,2171.500000,2182.000000,2133.000000,2157.850098,2152.994873,1900535
2023-03-13,2164.050049,2178.949951,2107.000000,2133.850098,2129.048828,2334468
2023-03-14,2144.350098,2171.000000,2134.399902,2144.199951,2139.375488,2871343
2023-03-15,2164.199951,2212.449951,2160.000000,2176.649902,2171.752441,3044201
2023-03-16,2184.899902,2187.000000,2132.000000,2173.600098,2168.709473,2946792
2023-03-17,2186.699951,2228.899902,2186.699951,2195.750000,2190.809570,3286473
2023-03-20,2191.100098,2205.000000,2152.000000,2177.550049,2172.650635,1996773
2023-03-21,2182.699951,2227.000000,2182.000000,2208.449951,2203.480957,3178680
2023-03-22,2219.500000,2246.250000,2207.899902,2213.949951,2208.968506,1956033
2023-03-23,2214.000000,2242.000000,2200.550049,2206.649902,2201.684814,2455799
2023-03-24,2206.000000,2219.350098,2153.050049,2166.149902,2161.276123,1449544
2023-03-27,2175.050049,2190.000000,2150.000000,2154.000000,2149.153564,1540581
2023-03-28,2167.750000,2169.800049,2122.449951,2133.600098,2128.799561,1627243
2023-03-29,2137.649902,2159.300049,2121.000000,2147.449951,2142.618164,2372385
2023-03-31,2156.500000,2176.949951,2150.550049,2164.199951,2159.330566,1489542
2023-04-03,2180.000000,2183.500000,2155.000000,2170.149902,2165.267090,1231654
2023-04-05,2170.000000,2262.500000,2165.000000,2257.750000,2252.669922,2763363
2023-04-06,2257.750000,2291.649902,2254.449951,2274.250000,2269.132813,2389899
2023-04-10,2284.899902,2319.899902,2278.050049,2309.699951,2304.503174,1955914
2023-04-11,2320.000000,2330.000000,2287.300049,2301.500000,2296.321533,1342440
2023-04-12,2304.000000,2312.699951,2281.949951,2288.500000,2283.350830,1165839
2023-04-13,2294.800049,2295.000000,2242.449951,2258.750000,2253.667725,1956668
2023-04-17,2258.750000,2273.800049,2201.149902,2214.000000,2209.018555,4125850
2023-04-18,2220.000000,2230.000000,2188.000000,2216.600098,2211.612793,2848601
2023-04-19,2208.100098,2235.000000,2208.100098,2219.600098,2214.605957,1970015
2023-04-20,2225.000000,2251.449951,2222.250000,2232.750000,2227.726318,1898996
2023-04-21,2240.149902,2243.000000,2202.000000,2215.199951,2210.215820,1009316
2023-04-24,2220.000000,2232.699951,2186.550049,2228.899902,2223.884766,1239073
2023-04-25,2231.050049,2254.000000,2218.100098,2247.949951,2242.892090,1350118
2023-04-26,2247.850098,2287.300049,2244.050049,2276.149902,2271.028564,1894812
2023-04-27,2275.750000,2310.000000,2267.100098,2305.600098,2300.412354,1252989
2023-04-28,2312.300049,2369.000000,2312.300049,2364.399902,2359.080078,2884961
2023-05-02,2373.199951,2416.350098,2373.199951,2384.449951,2379.084961,1840153
2023-05-03,2384.100098,2390.000000,2348.500000,2356.300049,2350.998291,998235
2023-05-04,2361.800049,2381.649902,2342.850098,2356.899902,2351.596924,1230912
2023-05-05,2357.000000,2406.949951,2357.000000,2377.500000,2372.150635,2425866
2023-05-08,2377.449951,2385.000000,2354.050049,2365.399902,2360.077637,1583576
2023-05-09,2367.649902,2401.899902,2367.649902,2374.350098,2369.007813,1417301
2023-05-10,2387.000000,2388.949951,2350.000000,2364.449951,2359.129883,1675409
2023-05-11,2300.000000,2314.050049,2237.350098,2242.149902,2237.104980,9470848
2023-05-12,2222.649902,2235.000000,2197.350098,2221.100098,2216.102539,5367292
2023-05-15,2220.899902,2260.000000,2215.000000,2246.850098,2241.794678,2662740
2023-05-16,2254.600098,2255.000000,2223.100098,2227.199951,2222.188721,2528855
2023-05-17,2224.350098,2244.000000,2210.199951,2219.600098,2214.605957,1961004
2023-05-18,2230.000000,2233.550049,2181.000000,2188.199951,2183.276367,2290757
2023-05-19,2192.000000,2199.050049,2168.500000,2190.050049,2185.122314,1729803
2023-05-22,2190.000000,2222.000000,2178.399902,2216.600098,2211.612793,1112099
2023-05-23,2225.600098,2228.600098,2194.000000,2197.649902,2192.705078,2265389
2023-05-24,2200.000000,2208.500000,2176.000000,2185.149902,2180.233398,2648479
2023-05-25,2190.000000,2207.300049,2178.000000,2204.699951,2199.739258,1689521
2023-05-26,2209.000000,2220.750000,2201.000000,2218.449951,2213.458496,1249128
2023-05-29,2225.000000,2241.800049,2220.199951,2224.550049,2219.544678,1369656
2023-05-30,2230.000000,2237.000000,2207.199951,2210.800049,2205.825684,1716729
2023-05-31,2201.100098,2224.000000,2200.000000,2205.649902,2200.687256,2809284
2023-06-01,2217.000000,2222.000000,2202.149902,2207.800049,2202.832520,1049488
2023-06-02,2221.000000,2237.300049,2212.149902,2234.550049,2229.522217,1399950
2023-06-05,2245.000000,2272.800049,2240.000000,2268.300049,2263.196289,2344944
2023-06-06,2269.000000,2280.699951,2263.699951,2277.949951,2272.824463,1677680
2023-06-07,2278.000000,2318.000000,2278.000000,2315.500000,2310.290039,2128603
2023-06-08,2316.949951,2345.050049,2312.750000,2340.300049,2335.034424,2556995
2023-06-09,2345.000000,2368.850098,2338.250000,2363.000000,2357.683105,2501720
2023-06-12,2365.000000,2370.000000,2333.100098,2339.949951,2334.685059,1172382
2023-06-13,2345.850098,2357.899902,2327.100098,2354.399902,2349.102539,1688768
2023-06-14,2352.899902,2360.000000,2340.000000,2355.050049,2349.751221,1013564
2023-06-15,2355.000000,2369.500000,2349.000000,2361.300049,2355.987061,2561534
2023-06-16,2363.750000,2380.000000,2352.250000,2366.800049,2361.474609,1794542
2023-06-19,2379.000000,2419.899902,2361.000000,2366.350098,2361.025879,3111256
2023-06-20,2364.949951,2389.649902,2354.449951,2382.000000,2376.640381,1771306
2023-06-21,2382.000000,2412.000000,2382.000000,2394.449951,2389.062500,1607299
2023-06-22,2394.600098,2424.000000,2380.000000,2416.250000,2410.813477,1741775
2023-06-23,2418.949951,2427.000000,2383.250000,2389.550049,2384.173584,1212955
2023-06-26,2398.100098,2403.850098,2367.949951,2377.550049,2372.200439,793572
2023-06-27,2387.449951,2396.949951,2371.550049,2388.050049,2382.677002,1012317
2023-06-28,2400.000000,2432.899902,2390.050049,2421.449951,2416.001709,1734938
2023-06-30,2420.000000,2483.500000,2415.050049,2475.550049,2469.979980,2690699
2023-07-03,2478.199951,2492.399902,2448.000000,2454.050049,2448.528320,1078456
2023-07-04,2458.199951,2484.399902,2458.199951,2461.850098,2456.310791,1441581
2023-07-05,2461.000000,2484.949951,2454.350098,2470.800049,2465.240723,1191896
2023-07-06,2468.100098,2499.949951,2467.550049,2488.600098,2483.000732,1796824
2023-07-07,2482.750000,2504.000000,2444.600098,2449.350098,2443.839111,1837661
2023-07-10,2450.000000,2463.350098,2420.000000,2438.750000,2433.262695,1178479
2023-07-11,2447.199951,2479.000000,2447.199951,2474.550049,2468.982178,1219658
2023-07-12,2480.300049,2485.949951,2447.800049,2454.949951,2449.426270,1822435
2023-07-13,2466.000000,2484.899902,2446.250000,2450.149902,2444.636963,1141663
2023-07-14,2450.250000,2477.050049,2448.649902,2472.250000,2466.687500,845623
2023-07-17,2475.000000,2494.000000,2465.000000,2468.800049,2463.245117,878697
2023-07-18,2469.000000,2489.949951,2468.100098,2474.699951,2469.131836,720865
2023-07-19,2474.600098,2502.949951,2466.399902,2494.149902,2488.538086,1431080
2023-07-20,2494.000000,2495.699951,2469.050049,2489.699951,2484.098145,1045704
2023-07-21,2522.000000,2595.000000,2521.100098,2586.250000,2580.430908,4610417
2023-07-24,2637.649902,2638.000000,2583.899902,2605.250000,2599.388184,2155297
2023-07-25,2616.000000,2617.750000,2553.000000,2560.899902,2555.137939,2068876
2023-07-26,2591.000000,2673.850098,2585.000000,2646.250000,2640.295898,5820099
2023-07-27,2668.949951,2676.350098,2646.449951,2660.199951,2654.214355,2117794
2023-07-28,2660.149902,2668.149902,2625.000000,2649.550049,2643.588623,1325724
2023-07-31,2655.000000,2690.000000,2631.100098,2681.350098,2675.317139,1284981
2023-08-01,2681.350098,2689.000000,2655.350098,2666.649902,2660.649902,1298745
2023-08-02,2638.000000,2644.949951,2602.699951,2622.149902,2622.149902,1479486
2023-08-03,2615.000000,2642.750000,2586.300049,2598.100098,2598.100098,1612618
2023-08-04,2605.000000,2635.000000,2598.500000,2626.899902,2626.899902,1101278
2023-08-07,2628.000000,2654.000000,2623.100098,2635.899902,2635.899902,1163125
2023-08-08,2639.050049,2649.500000,2628.300049,2632.199951,2632.199951,767310
2023-08-09,2635.000000,2655.000000,2615.250000,2651.600098,2651.600098,906865
2023-08-10,2640.100098,2661.600098,2621.649902,2643.500000,2643.500000,1040041
2023-08-11,2642.050049,2656.899902,2631.250000,2638.500000,2638.500000,1320121
2023-08-14,2637.000000,2663.550049,2616.000000,2659.899902,2659.899902,1364413
2023-08-16,2669.000000,2695.000000,2652.050049,2691.050049,2691.050049,1703875
2023-08-17,2691.050049,2691.050049,2642.000000,2652.500000,2652.500000,1629067
2023-08-18,2650.000000,2674.699951,2632.750000,2641.949951,2641.949951,1898966
2023-08-21,2641.850098,2666.600098,2623.449951,2662.250000,2662.250000,1376318
2023-08-22,2668.000000,2685.649902,2662.000000,2678.800049,2678.800049,1497180
2023-08-23,2689.550049,2726.000000,2682.449951,2717.600098,2717.600098,1990672
2023-08-24,2747.500000,2766.800049,2680.600098,2688.149902,2688.149902,2619182
2023-08-25,2677.449951,2682.699951,2631.000000,2638.399902,2638.399902,1408427
2023-08-28,2653.550049,2700.000000,2650.050049,2695.350098,2695.350098,1551734
2023-08-29,2710.000000,2722.100098,2696.300049,2718.949951,2718.949951,1101830
2023-08-30,2722.949951,2737.649902,2707.000000,2709.000000,2709.000000,1920079
2023-08-31,2720.000000,2724.600098,2678.350098,2702.699951,2702.699951,2439625
2023-09-01,2710.000000,2715.949951,2688.300049,2702.100098,2702.100098,1263430
2023-09-04,2733.000000,2742.000000,2705.000000,2711.100098,2711.100098,1548282
2023-09-05,2720.500000,2739.000000,2720.000000,2732.949951,2732.949951,1066447
2023-09-06,2740.000000,2742.800049,2712.000000,2730.449951,2730.449951,1747425
2023-09-07,2733.000000,2855.949951,2730.000000,2846.399902,2846.399902,4100519
2023-09-08,2888.000000,2928.699951,2872.449951,2901.600098,2901.600098,3638510
2023-09-11,2905.000000,2926.000000,2890.050049,2894.199951,2894.199951,1545803
2023-09-12,2951.600098,3009.000000,2932.449951,2944.100098,2944.100098,7788759
2023-09-13,2943.500000,2943.699951,2888.449951,2906.750000,2906.750000,2458417
2023-09-14,2924.899902,2931.649902,2906.000000,2918.600098,2918.600098,1910041
2023-09-15,2933.000000,2934.949951,2900.000000,2908.550049,2908.550049,1655275
2023-09-18,2910.000000,2930.000000,2907.000000,2919.850098,2919.850098,736631
2023-09-20,2926.949951,2944.949951,2886.050049,2890.000000,2890.000000,1399240
2023-09-21,2885.050049,2905.100098,2846.050049,2899.350098,2899.350098,2444711
2023-09-22,2908.699951,2936.449951,2902.250000,2918.500000,2918.500000,1965569
2023-09-25,2917.949951,2923.800049,2871.000000,2902.500000,2902.500000,1049532
2023-09-26,2915.000000,2944.000000,2910.000000,2912.550049,2912.550049,953456
2023-09-27,2922.000000,2994.899902,2911.649902,2965.050049,2965.050049,2903693
2023-09-28,2989.000000,3050.500000,2978.250000,3010.000000,3010.000000,4081102
2023-09-29,3040.000000,3058.350098,3005.250000,3023.550049,3023.550049,2698016
2023-10-03,3040.500000,3077.449951,2995.100098,3073.250000,3073.250000,3254492
2023-10-04,3064.100098,3064.100098,2990.050049,3027.750000,3027.750000,3100946
2023-10-05,3032.550049,3114.899902,3032.550049,3096.050049,3096.050049,3413447
2023-10-06,3114.949951,3114.949951,3073.149902,3093.699951,3093.699951,1898118
2023-10-09,3075.000000,3085.000000,3055.550049,3074.699951,3074.699951,1181760
